呼び出し元→ID: 1348-535-3, Dates: ['2024/05/30', '2024/06/04']
呼び出し元→ID: 1348-535-3, Dates: ['2024/05/30', '2024/06/04']
[(2307, '1406-149-9', '-', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1406-149-9.html')]
呼び出し元→ID: 1406-150-2, Dates: ['2024/06/03', '2024/06/04']
[(6814, '2024/06/03', '0', 14000, '1406-150-2')]が2の金額データ
[(7170, '2024/06/04', '0', 14500, '1406-150-2')]が0の金額データ
[(2316, '1406-150-2', '-', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1406-150-2.html')]
[(2316, '1406-150-2', '-', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1406-150-2.html')]
呼び出し元→ID: 1406-172-8, Dates: ['2024/06/03', '2024/06/04']
[(6809, '2024/06/03', '0', 8000, '1406-172-8')]が2の金額データ
[(7165, '2024/06/04', '0', 25500, '1406-172-8')]が0の金額データ
[(2309, '1406-172-8', '-', 'Yacht-Master', '168622', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1406-172-8.html')]
[(2309, '1406-172-8', '-', 'Yacht-Master', '168622', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1406-172-8.html')]
呼び出し元→ID: 1406-175-1, Dates: ['2024/06/03', '2024/06/04']
[(6810, '2024/06/03', '0', 37500, '1406-175-1')]が2の金額データ
[(7166, '2024/06/04', '0', 10600, '1406-175-1')]が0の金額データ
[(2310, '1406-175-1', '1991', 'Turn-O-Graph', '16263', '5', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-175-1.html')]
[(2310, '1406-175-1', '1991', 'Turn-O-Graph', '16263', '5', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-175-1.html')]
呼び出し元→ID: 1406-209-4, Dates: ['2024/06/03', '2024/06/04']
[(6807, '2024/06/03', '0', 10500, '1406-209-4')]が2の金額データ
[(7163, '2024/06/04', '0', 36500, '1406-209-4')]が0の金額データ
[(2303, '1406-209-4', '2002', 'Turn-O-Graph', '16264', '3', 'Blue', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-209-4.html')]
[(2303, '1406-209-4', '2002', 'Turn-O-Graph', '16264', '3', 'Blue', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-209-4.html')]
呼び出し元→ID: 1406-212-9, Dates: ['2024/06/03', '2024/06/04']
[(6813, '2024/06/03', '0', 14500, '1406-212-9')]が2の金額データ
[(7169, '2024/06/04', '0', 9400, '1406-212-9')]が0の金額データ
[(2343, '1406-212-9', '2001', 'Yacht-Master', '16622', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1406-212-9.html')]
[(2343, '1406-212-9', '2001', 'Yacht-Master', '16622', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1406-212-9.html')]
呼び出し元→ID: 1406-230-1, Dates: ['2024/06/03', '2024/06/04']
[(6812, '2024/06/03', '0', 12400, '1406-230-1')]が2の金額データ
[(7168, '2024/06/04', '0', 10600, '1406-230-1')]が0の金額データ
[(2341, '1406-230-1', '1978', 'GMT-Master', '116519', '3', 'Water resistance', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1406-230-1.html')]
[(2341, '1406-230-1', '1978', 'GMT-Master', '116519', '3', 'Water resistance', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1406-230-1.html')]
呼び出し元→ID: 1406-243-6, Dates: ['2024/06/03', '2024/06/04']
[(6811, '2024/06/03', '0', 19500, '1406-243-6')]が2の金額データ
[(7167, '2024/06/04', '0', 9500, '1406-243-6')]が0の金額データ
[(2340, '1406-243-6', '2000', 'Cosmograph Daytona', '116519', 'STRAP', 'Mother-of-pearl', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1406-243-6.html')]
[(2340, '1406-243-6', '2000', 'Cosmograph Daytona', '116519', 'STRAP', 'Mother-of-pearl', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1406-243-6.html')]
呼び出し元→ID: 1406-498-7, Dates: ['2024/06/03', '2024/06/04']
[(6803, '2024/06/03', '0', 5300, '1406-498-7')]が2の金額データ
[(7159, '2024/06/04', '0', 27600, '1406-498-7')]が0の金額データ
[(2288, '1406-498-7', '2006', 'Datejust', '116200', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1406-498-7.html')]
[(2288, '1406-498-7', '2006', 'Datejust', '116200', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1406-498-7.html')]
呼び出し元→ID: 1406-499-8, Dates: ['2024/06/03', '2024/06/04']
[(6805, '2024/06/03', '0', 9000, '1406-499-8')]が2の金額データ
[(7161, '2024/06/04', '0', 14900, '1406-499-8')]が0の金額データ
[(2289, '1406-499-8', '2006', 'Datejust', '116200', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1406-499-8.html')]
[(2289, '1406-499-8', '2006', 'Datejust', '116200', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1406-499-8.html')]
呼び出し元→ID: 1406-500-4, Dates: ['2024/06/03', '2024/06/04']
[(6804, '2024/06/03', '0', 8000, '1406-500-4')]が2の金額データ
[(7160, '2024/06/04', '0', 7500, '1406-500-4')]が0の金額データ
[(2290, '1406-500-4', '2004', 'Oyster Perpetual', '14000', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1406-500-4.html')]
[(2290, '1406-500-4', '2004', 'Oyster Perpetual', '14000', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1406-500-4.html')]
呼び出し元→ID: 1406-503-7, Dates: ['2024/06/03', '2024/06/04']
[(6797, '2024/06/03', '0', 9400, '1406-503-7')]が2の金額データ
[(7153, '2024/06/04', '0', 11000, '1406-503-7')]が0の金額データ
[(2284, '1406-503-7', '1976', 'Datejust', '16200', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1406-503-7.html')]
[(2284, '1406-503-7', '1976', 'Datejust', '16200', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1406-503-7.html')]
呼び出し元→ID: 1406-518-4, Dates: ['2024/06/03', '2024/06/04']
[(6802, '2024/06/03', '0', 8400, '1406-518-4')]が2の金額データ
[(7158, '2024/06/04', '0', 39800, '1406-518-4')]が0の金額データ
[(2339, '1406-518-4', '1997', 'Turn-O-Graph', '16264', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-518-4.html')]
[(2339, '1406-518-4', '1997', 'Turn-O-Graph', '16264', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-518-4.html')]
呼び出し元→ID: 1406-536-6, Dates: ['2024/06/03', '2024/06/04']
[(6799, '2024/06/03', '0', 7900, '1406-536-6')]が2の金額データ
[(7155, '2024/06/04', '0', 21000, '1406-536-6')]が0の金額データ
[(2336, '1406-536-6', '1999', 'Turn-O-Graph', '16264', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-536-6.html')]
[(2336, '1406-536-6', '1999', 'Turn-O-Graph', '16264', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-536-6.html')]
呼び出し元→ID: 1406-537-7, Dates: ['2024/06/03', '2024/06/04']
[(6801, '2024/06/03', '0', 7900, '1406-537-7')]が2の金額データ
[(7157, '2024/06/04', '0', 9500, '1406-537-7')]が0の金額データ
[(2338, '1406-537-7', '1993', 'Turn-O-Graph', '16264', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-537-7.html')]
[(2338, '1406-537-7', '1993', 'Turn-O-Graph', '16264', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-537-7.html')]
呼び出し元→ID: 1406-538-8, Dates: ['2024/06/03', '2024/06/04']
[(6800, '2024/06/03', '0', 7500, '1406-538-8')]が2の金額データ
[(7156, '2024/06/04', '0', 21000, '1406-538-8')]が0の金額データ
[(2287, '1406-538-8', '2000', 'Turn-O-Graph', '16264', '5', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-538-8.html')]
[(2287, '1406-538-8', '2000', 'Turn-O-Graph', '16264', '5', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-538-8.html')]
呼び出し元→ID: 1406-546-8, Dates: ['2024/06/03', '2024/06/04']
[(6806, '2024/06/03', '0', 7500, '1406-546-8')]が2の金額データ
[(7162, '2024/06/04', '0', 10000, '1406-546-8')]が0の金額データ
[(2295, '1406-546-8', '2004', 'Turn-O-Graph', '116264', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-546-8.html')]
[(2295, '1406-546-8', '2004', 'Turn-O-Graph', '116264', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-546-8.html')]
呼び出し元→ID: 1406-548-0, Dates: ['2024/06/03', '2024/06/04']
[(6798, '2024/06/03', '0', 7500, '1406-548-0')]が2の金額データ
[(7154, '2024/06/04', '0', 7200, '1406-548-0')]が0の金額データ
[(2332, '1406-548-0', '2004', 'Turn-O-Graph', '116264', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-548-0.html')]
[(2332, '1406-548-0', '2004', 'Turn-O-Graph', '116264', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1406-548-0.html')]
呼び出し元→ID: 1406-690-5, Dates: ['2024/06/03', '2024/06/04']
[(6796, '2024/06/03', '0', 6700, '1406-690-5')]が2の金額データ
[(7152, '2024/06/04', '0', 14400, '1406-690-5')]が0の金額データ
[(2279, '1406-690-5', '-', 'Oyster Perpetual', '176200', '3', 'Blue', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1406-690-5.html')]
[(2279, '1406-690-5', '-', 'Oyster Perpetual', '176200', '3', 'Blue', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1406-690-5.html')]
呼び出し元→ID: 1407-453-8, Dates: ['2024/06/03', '2024/06/04']
[(6794, '2024/06/03', '0', 14500, '1407-453-8')]が2の金額データ
[(7150, '2024/06/04', '0', 17000, '1407-453-8')]が0の金額データ
[(2778, '1407-453-8', '2006', 'Turn-O-Graph', '116264', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1407-453-8.html')]
[(2778, '1407-453-8', '2006', 'Turn-O-Graph', '116264', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1407-453-8.html')]
呼び出し元→ID: 1407-521-3, Dates: ['2024/06/03', '2024/06/04']
[(6795, '2024/06/03', '0', 5000, '1407-521-3')]が2の金額データ
[(7151, '2024/06/04', '0', 11200, '1407-521-3')]が0の金額データ
[(2783, '1407-521-3', '-', 'Datejust', '126333', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1407-521-3.html')]
[(2783, '1407-521-3', '-', 'Datejust', '126333', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1407-521-3.html')]
呼び出し元→ID: 1408-221-8, Dates: ['2024/06/03', '2024/06/04']
[(6775, '2024/06/03', '0', 11200, '1408-221-8')]が2の金額データ
[(7133, '2024/06/04', '0', 16800, '1408-221-8')]が0の金額データ
[(2645, '1408-221-8', '-', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1408-221-8.html')]
[(2645, '1408-221-8', '-', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1408-221-8.html')]
呼び出し元→ID: 1408-235-4, Dates: ['2024/06/03', '2024/06/04']
[(6773, '2024/06/03', '0', 10500, '1408-235-4')]が2の金額データ
[(7131, '2024/06/04', '0', 9600, '1408-235-4')]が0の金額データ
[(2641, '1408-235-4', '-', 'Cosmograph Daytona', '116503', '3', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-235-4.html')]
[(2641, '1408-235-4', '-', 'Cosmograph Daytona', '116503', '3', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-235-4.html')]
呼び出し元→ID: 1408-238-7, Dates: ['2024/06/03', '2024/06/04']
[(6787, '2024/06/03', '0', 36500, '1408-238-7')]が2の金額データ
[(7144, '2024/06/04', '0', 13000, '1408-238-7')]が0の金額データ
[(2720, '1408-238-7', '1991', 'Submariner Date', '16610', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1408-238-7.html')]
[(2720, '1408-238-7', '1991', 'Submariner Date', '16610', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1408-238-7.html')]
呼び出し元→ID: 1408-243-4, Dates: ['2024/06/03', '2024/06/04']
[(6774, '2024/06/03', '0', 17000, '1408-243-4')]が2の金額データ
[(7132, '2024/06/04', '0', 32000, '1408-243-4')]が0の金額データ
[(2642, '1408-243-4', '1997', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1408-243-4.html')]
[(2642, '1408-243-4', '1997', 'Sea-Dweller', '16600', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1408-243-4.html')]
呼び出し元→ID: 1408-253-6, Dates: ['2024/06/03', '2024/06/04']
[(6782, '2024/06/03', '0', 39800, '1408-253-6')]が2の金額データ
[(7140, '2024/06/04', '0', 19800, '1408-253-6')]が0の金額データ
[(2678, '1408-253-6', '1991', 'Submariner', '14060', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1408-253-6.html')]
[(2678, '1408-253-6', '1991', 'Submariner', '14060', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1408-253-6.html')]
呼び出し元→ID: 1408-258-1, Dates: ['2024/06/03', '2024/06/04']
[(6772, '2024/06/03', '0', 24000, '1408-258-1')]が2の金額データ
[(7130, '2024/06/04', '0', 20000, '1408-258-1')]が0の金額データ
[(2630, '1408-258-1', '2001', 'Submariner', '178383', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1408-258-1.html')]
[(2630, '1408-258-1', '2001', 'Submariner', '178383', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1408-258-1.html')]
呼び出し元→ID: 1408-298-9, Dates: ['2024/06/03', '2024/06/04']
[(6786, '2024/06/03', '0', 10000, '1408-298-9')]が2の金額データ
[(7272, '2024/06/04', '0', 10000, '1408-298-9')]が0の金額データ
[(2715, '1408-298-9', '-', 'Datejust', '116333', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-298-9.html')]
[(2715, '1408-298-9', '-', 'Datejust', '116333', '3', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-298-9.html')]
呼び出し元→ID: 1408-315-3, Dates: ['2024/06/03', '2024/06/04']
[(6785, '2024/06/03', '0', 14900, '1408-315-3')]が2の金額データ
[(7143, '2024/06/04', '0', 10500, '1408-315-3')]が0の金額データ
[(2709, '1408-315-3', '1990', 'Datejust', '16233', '5', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-315-3.html')]
[(2709, '1408-315-3', '1990', 'Datejust', '16233', '5', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-315-3.html')]
呼び出し元→ID: 1408-326-6, Dates: ['2024/06/03', '2024/06/04']
[(6781, '2024/06/03', '0', 9500, '1408-326-6')]が2の金額データ
[(7139, '2024/06/04', '0', 50000, '1408-326-6')]が0の金額データ
[(2676, '1408-326-6', '1986', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-326-6.html')]
[(2676, '1408-326-6', '1986', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-326-6.html')]
呼び出し元→ID: 1408-333-5, Dates: ['2024/06/03', '2024/06/04']
[(6770, '2024/06/03', '0', 21000, '1408-333-5')]が2の金額データ
[(7128, '2024/06/04', '0', 22000, '1408-333-5')]が0の金額データ
[(2613, '1408-333-5', '-', 'Datejust', '116334', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-333-5.html')]
[(2613, '1408-333-5', '-', 'Datejust', '116334', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-333-5.html')]
呼び出し元→ID: 1408-335-7, Dates: ['2024/06/03', '2024/06/04']
[(6780, '2024/06/03', '0', 21000, '1408-335-7')]が2の金額データ
[(7138, '2024/06/04', '0', 49800, '1408-335-7')]が0の金額データ
[(2673, '1408-335-7', '1979', 'Day-Date', '18038', 'PRE', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-335-7.html')]
[(2673, '1408-335-7', '1979', 'Day-Date', '18038', 'PRE', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-335-7.html')]
呼び出し元→ID: 1408-343-7, Dates: ['2024/06/03', '2024/06/04']
[(6771, '2024/06/03', '0', 9900, '1408-343-7')]が2の金額データ
[(7129, '2024/06/04', '0', 10400, '1408-343-7')]が0の金額データ
[(2611, '1408-343-7', '-', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-343-7.html')]
[(2611, '1408-343-7', '-', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-343-7.html')]
呼び出し元→ID: 1408-360-8, Dates: ['2024/06/03', '2024/06/04']
[(6783, '2024/06/03', '0', 27600, '1408-360-8')]が2の金額データ
[(7141, '2024/06/04', '0', 42000, '1408-360-8')]が0の金額データ
[(2680, '1408-360-8', '-', 'Sky-Dweller', '326939', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1408-360-8.html')]
[(2680, '1408-360-8', '-', 'Sky-Dweller', '326939', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1408-360-8.html')]
呼び出し元→ID: 1408-406-5, Dates: ['2024/06/03', '2024/06/04']
[(6784, '2024/06/03', '0', 7500, '1408-406-5')]が2の金額データ
[(7142, '2024/06/04', '0', 9500, '1408-406-5')]が0の金額データ
[(2703, '1408-406-5', '1991', 'Yacht-Master', '16628', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1408-406-5.html')]
[(2703, '1408-406-5', '1991', 'Yacht-Master', '16628', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1408-406-5.html')]
呼び出し元→ID: 1408-413-4, Dates: ['2024/06/03', '2024/06/04']
[(6766, '2024/06/03', '0', 9500, '1408-413-4')]が2の金額データ
[(7124, '2024/06/04', '0', 21000, '1408-413-4')]が0の金額データ
[(2568, '1408-413-4', '-', 'Sky-Dweller', '326939', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1408-413-4.html')]
[(2568, '1408-413-4', '-', 'Sky-Dweller', '326939', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1408-413-4.html')]
呼び出し元→ID: 1408-415-6, Dates: ['2024/06/03', '2024/06/04']
[(6788, '2024/06/03', '0', 10000, '1408-415-6')]が2の金額データ
[(7145, '2024/06/04', '0', 12000, '1408-415-6')]が0の金額データ
[(2722, '1408-415-6', '2004', 'Cosmograph Daytona', '116518', 'STRAP', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-415-6.html')]
[(2722, '1408-415-6', '2004', 'Cosmograph Daytona', '116518', 'STRAP', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-415-6.html')]
呼び出し元→ID: 1408-426-9, Dates: ['2024/06/03', '2024/06/04']
[(6767, '2024/06/03', '0', 10500, '1408-426-9')]が2の金額データ
[(7125, '2024/06/04', '0', 7800, '1408-426-9')]が0の金額データ
[(2571, '1408-426-9', '1995', 'Submariner', '14060', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1408-426-9.html')]
[(2571, '1408-426-9', '1995', 'Submariner', '14060', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1408-426-9.html')]
呼び出し元→ID: 1408-436-1, Dates: ['2024/06/03', '2024/06/04']
[(6769, '2024/06/03', '0', 12000, '1408-436-1')]が2の金額データ
[(7127, '2024/06/04', '0', 8400, '1408-436-1')]が0の金額データ
[(2589, '1408-436-1', '-', 'Submariner Date', '16800', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1408-436-1.html')]
[(2589, '1408-436-1', '-', 'Submariner Date', '16800', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1408-436-1.html')]
呼び出し元→ID: 1408-441-8, Dates: ['2024/06/03', '2024/06/04']
[(6778, '2024/06/03', '0', 7200, '1408-441-8')]が2の金額データ
[(7136, '2024/06/04', '0', 19500, '1408-441-8')]が0の金額データ
[(2656, '1408-441-8', '-', 'Explorer II', '16570', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1408-441-8.html')]
[(2656, '1408-441-8', '-', 'Explorer II', '16570', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1408-441-8.html')]
呼び出し元→ID: 1408-443-0, Dates: ['2024/06/03', '2024/06/04']
[(6779, '2024/06/03', '0', 21000, '1408-443-0')]が2の金額データ
[(7137, '2024/06/04', '0', 14500, '1408-443-0')]が0の金額データ
[(2662, '1408-443-0', '1995', 'Datejust', '16234', '5', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-443-0.html')]
[(2662, '1408-443-0', '1995', 'Datejust', '16234', '5', 'Silver', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1408-443-0.html')]
呼び出し元→ID: 1408-458-7, Dates: ['2024/06/03', '2024/06/04']
[(6768, '2024/06/03', '0', 13000, '1408-458-7')]が2の金額データ
[(7126, '2024/06/04', '0', 8400, '1408-458-7')]が0の金額データ
[(2573, '1408-458-7', '-', 'Air-King', '116900', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/air-king/1408-458-7.html')]
[(2573, '1408-458-7', '-', 'Air-King', '116900', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/air-king/1408-458-7.html')]
呼び出し元→ID: 1408-465-6, Dates: ['2024/06/03', '2024/06/04']
[(6777, '2024/06/03', '0', 11000, '1408-465-6')]が2の金額データ
[(7135, '2024/06/04', '0', 19500, '1408-465-6')]が0の金額データ
[(2648, '1408-465-6', '2008', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1408-465-6.html')]
[(2648, '1408-465-6', '2008', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1408-465-6.html')]
呼び出し元→ID: 1408-466-7, Dates: ['2024/06/03', '2024/06/04']
[(6776, '2024/06/03', '0', 14400, '1408-466-7')]が2の金額データ
[(7134, '2024/06/04', '0', 8000, '1408-466-7')]が0の金額データ
[(2650, '1408-466-7', '2165', 'Explorer II', '216570', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1408-466-7.html')]
[(2650, '1408-466-7', '2165', 'Explorer II', '216570', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1408-466-7.html')]
呼び出し元→ID: 1408-474-7, Dates: ['2024/06/03', '2024/06/04']
[(6765, '2024/06/03', '0', 42000, '1408-474-7')]が2の金額データ
[(7123, '2024/06/04', '0', 8400, '1408-474-7')]が0の金額データ
[(2831, '1408-474-7', '1979', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-474-7.html')]
[(2831, '1408-474-7', '1979', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-474-7.html')]
呼び出し元→ID: 1408-477-0, Dates: ['2024/06/03', '2024/06/04']
[(6763, '2024/06/03', '0', 50000, '1408-477-0')]が2の金額データ
[(7121, '2024/06/04', '0', 10500, '1408-477-0')]が0の金額データ
[(2826, '1408-477-0', '2002', 'Cosmograph Daytona', '116528', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-477-0.html')]
[(2826, '1408-477-0', '2002', 'Cosmograph Daytona', '116528', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-477-0.html')]
呼び出し元→ID: 1408-478-1, Dates: ['2024/06/03', '2024/06/04']
[(6764, '2024/06/03', '0', 19800, '1408-478-1')]が2の金額データ
[(7122, '2024/06/04', '0', 8400, '1408-478-1')]が0の金額データ
[(2827, '1408-478-1', '1996', 'Cosmograph Daytona', '16528', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-478-1.html')]
[(2827, '1408-478-1', '1996', 'Cosmograph Daytona', '16528', '3', 'White', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1408-478-1.html')]
呼び出し元→ID: 1408-704-2, Dates: ['2024/06/03', '2024/06/04']
[(6762, '2024/06/03', '0', 49800, '1408-704-2')]が2の金額データ
[(7120, '2024/06/04', '0', 19500, '1408-704-2')]が0の金額データ
[(2809, '1408-704-2', '-', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1408-704-2.html')]
[(2809, '1408-704-2', '-', 'Deepsea', '116660', '3', 'Black', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1408-704-2.html')]
呼び出し元→ID: 1408-707-5, Dates: ['2024/06/03', '2024/06/04']
[(6761, '2024/06/03', '0', 14500, '1408-707-5')]が2の金額データ
[(7119, '2024/06/04', '0', 8000, '1408-707-5')]が0の金額データ
[(2795, '1408-707-5', '1988', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-707-5.html')]
[(2795, '1408-707-5', '1988', 'Day-Date', '18038', 'PRE', 'Champagne', 'https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1408-707-5.html')]
呼び出し元→ID: 1408-709-7, Dates: ['2024/06/03', '2024/06/04']
[(6760, '2024/06/03', '0', 19500, '1408-709-7')]が2の金額データ
[(7118, '2024/06/04', '0', 9500, '1408-709-7')]が0の金額データ
